"","airline","Date","CurrDate","n_day","wk_day","ch_price"
"450","Alaska Airlines","02/05/2019","2018-11-22",75,"Thursday",295.5
"451","Alaska Airlines","02/05/2019","2018-11-23",74,"Friday",136.2
"452","Alaska Airlines","02/05/2019","2018-11-25",72,"Sunday",256.4
"453","Alaska Airlines","02/05/2019","2018-11-26",71,"Monday",256.4
"454","Alaska Airlines","02/05/2019","2018-11-27",70,"Tuesday",256.4
"455","Alaska Airlines","02/05/2019","2018-11-28",69,"Wednesday",376.4
"456","Alaska Airlines","02/05/2019","2018-11-29",68,"Thursday",457.6
"457","Alaska Airlines","02/05/2019","2018-11-30",67,"Friday",383.4
"458","Alaska Airlines","02/05/2019","2018-12-01",66,"Saturday",256.4
"1640","American Airlines","02/05/2019","2018-11-18",79,"Sunday",486.6
"1641","American Airlines","02/05/2019","2018-11-20",77,"Tuesday",118.2
"1642","American Airlines","02/05/2019","2018-11-21",76,"Wednesday",375.8
"1643","American Airlines","02/05/2019","2018-11-22",75,"Thursday",353
"1644","American Airlines","02/05/2019","2018-11-23",74,"Friday",141.2
"1645","American Airlines","02/05/2019","2018-11-25",72,"Sunday",256.4
"1646","American Airlines","02/05/2019","2018-11-26",71,"Monday",256.4
"1647","American Airlines","02/05/2019","2018-11-27",70,"Tuesday",256.4
"1648","American Airlines","02/05/2019","2018-11-28",69,"Wednesday",457.8
"1649","American Airlines","02/05/2019","2018-11-29",68,"Thursday",489.6
"1650","American Airlines","02/05/2019","2018-11-30",67,"Friday",457.8
"1651","American Airlines","02/05/2019","2018-12-01",66,"Saturday",256.4
"2950","Delta","02/05/2019","2018-11-18",79,"Sunday",292.78
"2951","Delta","02/05/2019","2018-11-20",77,"Tuesday",118.2
"2952","Delta","02/05/2019","2018-11-21",76,"Wednesday",487.2
"2953","Delta","02/05/2019","2018-11-22",75,"Thursday",295.5
"2954","Delta","02/05/2019","2018-11-23",74,"Friday",136.2
"2955","Delta","02/05/2019","2018-11-25",72,"Sunday",256.4
"2956","Delta","02/05/2019","2018-11-26",71,"Monday",256.4
"2957","Delta","02/05/2019","2018-11-27",70,"Tuesday",256.4
"2958","Delta","02/05/2019","2018-11-28",69,"Wednesday",487.2
"2959","Delta","02/05/2019","2018-11-29",68,"Thursday",363.6
"2960","Delta","02/05/2019","2018-11-30",67,"Friday",487.2
"2961","Delta","02/05/2019","2018-12-01",66,"Saturday",256.4
"4244","JetBlue Airways","02/05/2019","2018-11-18",79,"Sunday",448.36
"4245","JetBlue Airways","02/05/2019","2018-11-20",77,"Tuesday",118.2
"4246","JetBlue Airways","02/05/2019","2018-11-21",76,"Wednesday",346.4
"4247","JetBlue Airways","02/05/2019","2018-11-22",75,"Thursday",295.5
"4248","JetBlue Airways","02/05/2019","2018-11-23",74,"Friday",136.2
"4249","JetBlue Airways","02/05/2019","2018-11-25",72,"Sunday",256.4
"4250","JetBlue Airways","02/05/2019","2018-11-26",71,"Monday",256.4
"4251","JetBlue Airways","02/05/2019","2018-11-27",70,"Tuesday",256.4
"4252","JetBlue Airways","02/05/2019","2018-11-28",69,"Wednesday",434.41
"4253","JetBlue Airways","02/05/2019","2018-11-29",68,"Thursday",502.36
"4254","JetBlue Airways","02/05/2019","2018-11-30",67,"Friday",434.41
"4255","JetBlue Airways","02/05/2019","2018-12-01",66,"Saturday",256.4
"5375","Spirit Airlines","02/05/2019","2018-11-21",76,"Wednesday",304.87
"5376","Spirit Airlines","02/05/2019","2018-11-25",72,"Sunday",233.54
"5377","Spirit Airlines","02/05/2019","2018-11-26",71,"Monday",233.54
"5378","Spirit Airlines","02/05/2019","2018-11-27",70,"Tuesday",233.54
"5379","Spirit Airlines","02/05/2019","2018-11-28",69,"Wednesday",276.88
"5380","Spirit Airlines","02/05/2019","2018-11-30",67,"Friday",345.87
"5381","Spirit Airlines","02/05/2019","2018-12-01",66,"Saturday",233.54
"6021","Sun Country Airlines","02/05/2019","2018-11-18",79,"Sunday",316.8
"6022","Sun Country Airlines","02/05/2019","2018-11-21",76,"Wednesday",419.4
"6023","Sun Country Airlines","02/05/2019","2018-11-28",69,"Wednesday",561.4
"6024","Sun Country Airlines","02/05/2019","2018-11-29",68,"Thursday",426.8
"6870","United","02/05/2019","2018-11-18",79,"Sunday",253.6
"6871","United","02/05/2019","2018-11-20",77,"Tuesday",123.21
"6872","United","02/05/2019","2018-11-21",76,"Wednesday",360.3
"6873","United","02/05/2019","2018-11-22",75,"Thursday",295.5
"6874","United","02/05/2019","2018-11-23",74,"Friday",136.2
"6875","United","02/05/2019","2018-11-25",72,"Sunday",256.4
"6876","United","02/05/2019","2018-11-26",71,"Monday",256.4
"6877","United","02/05/2019","2018-11-27",70,"Tuesday",256.4
"6878","United","02/05/2019","2018-11-28",69,"Wednesday",364.8
"6879","United","02/05/2019","2018-11-29",68,"Thursday",363.6
"6880","United","02/05/2019","2018-11-30",67,"Friday",356.2
"6881","United","02/05/2019","2018-12-01",66,"Saturday",256.4
"459","Alaska Airlines","02/06/2019","2018-11-18",80,"Sunday",360.8
"460","Alaska Airlines","02/06/2019","2018-11-19",79,"Monday",290.2
"461","Alaska Airlines","02/06/2019","2018-11-20",78,"Tuesday",356.2
"462","Alaska Airlines","02/06/2019","2018-11-21",77,"Wednesday",128.2
"463","Alaska Airlines","02/06/2019","2018-11-22",76,"Thursday",128.2
"464","Alaska Airlines","02/06/2019","2018-11-23",75,"Friday",219.4
"465","Alaska Airlines","02/06/2019","2018-11-26",72,"Monday",272.4
"466","Alaska Airlines","02/06/2019","2018-11-28",70,"Wednesday",316.2
"467","Alaska Airlines","02/06/2019","2018-11-29",69,"Thursday",358.8
"468","Alaska Airlines","02/06/2019","2018-11-30",68,"Friday",278.2
"469","Alaska Airlines","02/06/2019","2018-12-01",67,"Saturday",128.2
"1652","American Airlines","02/06/2019","2018-11-19",79,"Monday",295.21
"1653","American Airlines","02/06/2019","2018-11-20",78,"Tuesday",295.21
"1654","American Airlines","02/06/2019","2018-11-21",77,"Wednesday",128.2
"1655","American Airlines","02/06/2019","2018-11-22",76,"Thursday",128.2
"1656","American Airlines","02/06/2019","2018-11-23",75,"Friday",255.595
"1657","American Airlines","02/06/2019","2018-11-25",73,"Sunday",316.4
"1658","American Airlines","02/06/2019","2018-11-26",72,"Monday",282.4
"1659","American Airlines","02/06/2019","2018-11-27",71,"Tuesday",131.81
"1660","American Airlines","02/06/2019","2018-11-28",70,"Wednesday",316.2
"1661","American Airlines","02/06/2019","2018-11-30",68,"Friday",255.595
"1662","American Airlines","02/06/2019","2018-12-01",67,"Saturday",128.2
"2962","Delta","02/06/2019","2018-11-18",80,"Sunday",308.8
"2963","Delta","02/06/2019","2018-11-19",79,"Monday",308.8
"2964","Delta","02/06/2019","2018-11-20",78,"Tuesday",313.8
"2965","Delta","02/06/2019","2018-11-21",77,"Wednesday",128.2
"2966","Delta","02/06/2019","2018-11-22",76,"Thursday",128.2
"2967","Delta","02/06/2019","2018-11-23",75,"Friday",198.1
"2968","Delta","02/06/2019","2018-11-25",73,"Sunday",316.4
"2969","Delta","02/06/2019","2018-11-26",72,"Monday",272.4
"2970","Delta","02/06/2019","2018-11-27",71,"Tuesday",304.81
"2971","Delta","02/06/2019","2018-11-28",70,"Wednesday",316.2
"2972","Delta","02/06/2019","2018-11-29",69,"Thursday",356.2
"2973","Delta","02/06/2019","2018-11-30",68,"Friday",243.6
"2974","Delta","02/06/2019","2018-12-01",67,"Saturday",128.2
"4256","JetBlue Airways","02/06/2019","2018-11-18",80,"Sunday",316.2
"4257","JetBlue Airways","02/06/2019","2018-11-19",79,"Monday",316.2
"4258","JetBlue Airways","02/06/2019","2018-11-20",78,"Tuesday",316.2
"4259","JetBlue Airways","02/06/2019","2018-11-21",77,"Wednesday",128.2
"4260","JetBlue Airways","02/06/2019","2018-11-22",76,"Thursday",128.2
"4261","JetBlue Airways","02/06/2019","2018-11-23",75,"Friday",217.205
"4262","JetBlue Airways","02/06/2019","2018-11-25",73,"Sunday",316.4
"4263","JetBlue Airways","02/06/2019","2018-11-26",72,"Monday",272.4
"4264","JetBlue Airways","02/06/2019","2018-11-27",71,"Tuesday",316.2
"4265","JetBlue Airways","02/06/2019","2018-11-28",70,"Wednesday",316.2
"4266","JetBlue Airways","02/06/2019","2018-11-29",69,"Thursday",361.5
"4267","JetBlue Airways","02/06/2019","2018-11-30",68,"Friday",252.945
"4268","JetBlue Airways","02/06/2019","2018-12-01",67,"Saturday",128.2
"5382","Spirit Airlines","02/06/2019","2018-11-21",77,"Wednesday",116.77
"5383","Spirit Airlines","02/06/2019","2018-11-22",76,"Thursday",116.77
"5384","Spirit Airlines","02/06/2019","2018-11-23",75,"Friday",234.945
"5385","Spirit Airlines","02/06/2019","2018-11-25",73,"Sunday",247.76
"5386","Spirit Airlines","02/06/2019","2018-11-29",69,"Thursday",336.87
"5387","Spirit Airlines","02/06/2019","2018-11-30",68,"Friday",234.945
"6025","Sun Country Airlines","02/06/2019","2018-11-18",80,"Sunday",262.79
"6026","Sun Country Airlines","02/06/2019","2018-11-19",79,"Monday",323.39
"6027","Sun Country Airlines","02/06/2019","2018-11-20",78,"Tuesday",326.8
"6028","Sun Country Airlines","02/06/2019","2018-11-25",73,"Sunday",245.6
"6029","Sun Country Airlines","02/06/2019","2018-11-27",71,"Tuesday",326.8
"6030","Sun Country Airlines","02/06/2019","2018-11-29",69,"Thursday",360.8
"6031","Sun Country Airlines","02/06/2019","2018-11-30",68,"Friday",282.075
"6882","United","02/06/2019","2018-11-18",80,"Sunday",304.81
"6883","United","02/06/2019","2018-11-19",79,"Monday",261.81
"6884","United","02/06/2019","2018-11-20",78,"Tuesday",261.81
"6885","United","02/06/2019","2018-11-21",77,"Wednesday",133.2
"6886","United","02/06/2019","2018-11-22",76,"Thursday",133.2
"6887","United","02/06/2019","2018-11-23",75,"Friday",202.4
"6888","United","02/06/2019","2018-11-25",73,"Sunday",316.4
"6889","United","02/06/2019","2018-11-26",72,"Monday",272.4
"6890","United","02/06/2019","2018-11-27",71,"Tuesday",304.81
"6891","United","02/06/2019","2018-11-28",70,"Wednesday",316.2
"6892","United","02/06/2019","2018-11-29",69,"Thursday",304.81
"6893","United","02/06/2019","2018-11-30",68,"Friday",218.1
"6894","United","02/06/2019","2018-12-01",67,"Saturday",128.2
"470","Alaska Airlines","02/07/2019","2018-11-18",81,"Sunday",221.2
"471","Alaska Airlines","02/07/2019","2018-11-19",80,"Monday",221.2
"472","Alaska Airlines","02/07/2019","2018-11-20",79,"Tuesday",272.4
"473","Alaska Airlines","02/07/2019","2018-11-21",78,"Wednesday",272.4
"474","Alaska Airlines","02/07/2019","2018-11-22",77,"Thursday",340.5
"475","Alaska Airlines","02/07/2019","2018-11-23",76,"Friday",136.2
"476","Alaska Airlines","02/07/2019","2018-11-24",75,"Saturday",136.2
"477","Alaska Airlines","02/07/2019","2018-11-25",74,"Sunday",272.4
"478","Alaska Airlines","02/07/2019","2018-11-27",72,"Tuesday",204.3
"479","Alaska Airlines","02/07/2019","2018-11-28",71,"Wednesday",136.2
"480","Alaska Airlines","02/07/2019","2018-11-29",70,"Thursday",136.2
"481","Alaska Airlines","02/07/2019","2018-11-30",69,"Friday",272.4
"482","Alaska Airlines","02/07/2019","2018-12-01",68,"Saturday",272.4
"1663","American Airlines","02/07/2019","2018-11-18",81,"Sunday",221.2
"1664","American Airlines","02/07/2019","2018-11-19",80,"Monday",226.2
"1665","American Airlines","02/07/2019","2018-11-20",79,"Tuesday",282.4
"1666","American Airlines","02/07/2019","2018-11-21",78,"Wednesday",282.4
"1667","American Airlines","02/07/2019","2018-11-22",77,"Thursday",353
"1668","American Airlines","02/07/2019","2018-11-23",76,"Friday",141.2
"1669","American Airlines","02/07/2019","2018-11-24",75,"Saturday",141.2
"1670","American Airlines","02/07/2019","2018-11-25",74,"Sunday",282.4
"1671","American Airlines","02/07/2019","2018-11-27",72,"Tuesday",211.8
"1672","American Airlines","02/07/2019","2018-11-28",71,"Wednesday",141.2
"1673","American Airlines","02/07/2019","2018-11-29",70,"Thursday",141.2
"1674","American Airlines","02/07/2019","2018-11-30",69,"Friday",272.4
"1675","American Airlines","02/07/2019","2018-12-01",68,"Saturday",272.4
"2975","Delta","02/07/2019","2018-11-18",81,"Sunday",221.2
"2976","Delta","02/07/2019","2018-11-19",80,"Monday",221.2
"2977","Delta","02/07/2019","2018-11-20",79,"Tuesday",272.4
"2978","Delta","02/07/2019","2018-11-21",78,"Wednesday",272.4
"2979","Delta","02/07/2019","2018-11-22",77,"Thursday",340.5
"2980","Delta","02/07/2019","2018-11-23",76,"Friday",136.2
"2981","Delta","02/07/2019","2018-11-24",75,"Saturday",136.2
"2982","Delta","02/07/2019","2018-11-25",74,"Sunday",272.4
"2983","Delta","02/07/2019","2018-11-27",72,"Tuesday",204.3
"2984","Delta","02/07/2019","2018-11-28",71,"Wednesday",136.2
"2985","Delta","02/07/2019","2018-11-29",70,"Thursday",136.2
"2986","Delta","02/07/2019","2018-11-30",69,"Friday",272.4
"2987","Delta","02/07/2019","2018-12-01",68,"Saturday",272.4
"4269","JetBlue Airways","02/07/2019","2018-11-18",81,"Sunday",221.2
"4270","JetBlue Airways","02/07/2019","2018-11-19",80,"Monday",221.2
"4271","JetBlue Airways","02/07/2019","2018-11-20",79,"Tuesday",272.4
"4272","JetBlue Airways","02/07/2019","2018-11-21",78,"Wednesday",272.4
"4273","JetBlue Airways","02/07/2019","2018-11-22",77,"Thursday",378
"4274","JetBlue Airways","02/07/2019","2018-11-23",76,"Friday",136.2
"4275","JetBlue Airways","02/07/2019","2018-11-24",75,"Saturday",136.2
"4276","JetBlue Airways","02/07/2019","2018-11-25",74,"Sunday",272.4
"4277","JetBlue Airways","02/07/2019","2018-11-27",72,"Tuesday",204.3
"4278","JetBlue Airways","02/07/2019","2018-11-28",71,"Wednesday",136.2
"4279","JetBlue Airways","02/07/2019","2018-11-29",70,"Thursday",136.2
"4280","JetBlue Airways","02/07/2019","2018-11-30",69,"Friday",272.4
"4281","JetBlue Airways","02/07/2019","2018-12-01",68,"Saturday",272.4
"5388","Spirit Airlines","02/07/2019","2018-11-18",81,"Sunday",208.87
"5389","Spirit Airlines","02/07/2019","2018-11-19",80,"Monday",208.87
"5390","Spirit Airlines","02/07/2019","2018-11-20",79,"Tuesday",263.54
"5391","Spirit Airlines","02/07/2019","2018-11-21",78,"Wednesday",263.54
"5392","Spirit Airlines","02/07/2019","2018-11-23",76,"Friday",131.77
"5393","Spirit Airlines","02/07/2019","2018-11-24",75,"Saturday",131.77
"6032","Sun Country Airlines","02/07/2019","2018-11-18",81,"Sunday",147.8
"6033","Sun Country Airlines","02/07/2019","2018-11-19",80,"Monday",147.8
"6034","Sun Country Airlines","02/07/2019","2018-11-22",77,"Thursday",434.5
"6895","United","02/07/2019","2018-11-18",81,"Sunday",221.2
"6896","United","02/07/2019","2018-11-19",80,"Monday",226.2
"6897","United","02/07/2019","2018-11-20",79,"Tuesday",282.4
"6898","United","02/07/2019","2018-11-21",78,"Wednesday",282.4
"6899","United","02/07/2019","2018-11-22",77,"Thursday",340.5
"6900","United","02/07/2019","2018-11-23",76,"Friday",136.2
"6901","United","02/07/2019","2018-11-24",75,"Saturday",136.2
"6902","United","02/07/2019","2018-11-25",74,"Sunday",272.4
"6903","United","02/07/2019","2018-11-27",72,"Tuesday",204.3
"6904","United","02/07/2019","2018-11-28",71,"Wednesday",136.2
"6905","United","02/07/2019","2018-11-29",70,"Thursday",136.2
"6906","United","02/07/2019","2018-11-30",69,"Friday",272.4
"6907","United","02/07/2019","2018-12-01",68,"Saturday",272.4
"483","Alaska Airlines","02/08/2019","2018-11-19",81,"Monday",136.2
"484","Alaska Airlines","02/08/2019","2018-11-20",80,"Tuesday",136.2
"485","Alaska Airlines","02/08/2019","2018-11-21",79,"Wednesday",136.2
"486","Alaska Airlines","02/08/2019","2018-11-24",76,"Saturday",136.2
"487","Alaska Airlines","02/08/2019","2018-11-25",75,"Sunday",136.2
"488","Alaska Airlines","02/08/2019","2018-11-26",74,"Monday",136.2
"489","Alaska Airlines","02/08/2019","2018-11-27",73,"Tuesday",136.2
"490","Alaska Airlines","02/08/2019","2018-11-28",72,"Wednesday",136.2
"491","Alaska Airlines","02/08/2019","2018-11-29",71,"Thursday",237.3
"492","Alaska Airlines","02/08/2019","2018-11-30",70,"Friday",265.195
"493","Alaska Airlines","02/08/2019","2018-12-01",69,"Saturday",218.2
"1676","American Airlines","02/08/2019","2018-11-19",81,"Monday",136.2
"1677","American Airlines","02/08/2019","2018-11-20",80,"Tuesday",136.2
"1678","American Airlines","02/08/2019","2018-11-21",79,"Wednesday",141.2
"1679","American Airlines","02/08/2019","2018-11-22",78,"Thursday",158.2
"1680","American Airlines","02/08/2019","2018-11-23",77,"Friday",149.4
"1681","American Airlines","02/08/2019","2018-11-24",76,"Saturday",141.2
"1682","American Airlines","02/08/2019","2018-11-25",75,"Sunday",141.2
"1683","American Airlines","02/08/2019","2018-11-26",74,"Monday",141.2
"1684","American Airlines","02/08/2019","2018-11-27",73,"Tuesday",141.2
"1685","American Airlines","02/08/2019","2018-11-28",72,"Wednesday",141.2
"1686","American Airlines","02/08/2019","2018-11-29",71,"Thursday",237.3
"1687","American Airlines","02/08/2019","2018-11-30",70,"Friday",230.6
"1688","American Airlines","02/08/2019","2018-12-01",69,"Saturday",218.2
"2988","Delta","02/08/2019","2018-11-19",81,"Monday",136.2
"2989","Delta","02/08/2019","2018-11-20",80,"Tuesday",136.2
"2990","Delta","02/08/2019","2018-11-21",79,"Wednesday",196.4
"2991","Delta","02/08/2019","2018-11-22",78,"Thursday",158.2
"2992","Delta","02/08/2019","2018-11-23",77,"Friday",173.455
"2993","Delta","02/08/2019","2018-11-24",76,"Saturday",136.2
"2994","Delta","02/08/2019","2018-11-25",75,"Sunday",136.2
"2995","Delta","02/08/2019","2018-11-26",74,"Monday",136.2
"2996","Delta","02/08/2019","2018-11-27",73,"Tuesday",136.2
"2997","Delta","02/08/2019","2018-11-28",72,"Wednesday",136.2
"2998","Delta","02/08/2019","2018-11-29",71,"Thursday",237.3
"2999","Delta","02/08/2019","2018-11-30",70,"Friday",243.6
"3000","Delta","02/08/2019","2018-12-01",69,"Saturday",218.2
"4282","JetBlue Airways","02/08/2019","2018-11-19",81,"Monday",136.2
"4283","JetBlue Airways","02/08/2019","2018-11-20",80,"Tuesday",136.2
"4284","JetBlue Airways","02/08/2019","2018-11-21",79,"Wednesday",148.2
"4285","JetBlue Airways","02/08/2019","2018-11-22",78,"Thursday",158.2
"4286","JetBlue Airways","02/08/2019","2018-11-23",77,"Friday",176.22
"4287","JetBlue Airways","02/08/2019","2018-11-24",76,"Saturday",136.2
"4288","JetBlue Airways","02/08/2019","2018-11-25",75,"Sunday",136.2
"4289","JetBlue Airways","02/08/2019","2018-11-26",74,"Monday",136.2
"4290","JetBlue Airways","02/08/2019","2018-11-27",73,"Tuesday",136.2
"4291","JetBlue Airways","02/08/2019","2018-11-28",72,"Wednesday",136.2
"4292","JetBlue Airways","02/08/2019","2018-11-29",71,"Thursday",237.3
"4293","JetBlue Airways","02/08/2019","2018-11-30",70,"Friday",217.205
"4294","JetBlue Airways","02/08/2019","2018-12-01",69,"Saturday",218.2
"5394","Spirit Airlines","02/08/2019","2018-11-21",79,"Wednesday",205.88
"5395","Spirit Airlines","02/08/2019","2018-11-23",77,"Friday",92.94
"5396","Spirit Airlines","02/08/2019","2018-11-30",70,"Friday",191.935
"6035","Sun Country Airlines","02/08/2019","2018-11-22",78,"Thursday",122.8
"6036","Sun Country Airlines","02/08/2019","2018-12-01",69,"Saturday",190.8
